UNOFFICIAL ELECTION RESULTS
LATAH
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Princeton 28","Retain Magistrate Judge Megan Marshall","YES","309","0.00%"
"Princeton 28","Retain Magistrate Judge Megan Marshall","NO","69","0.00%"
"Princeton 28","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","325","0.00%"
"Princeton 28","Latah Soil & Water Dist Supervisors","David Huggins","298","0.00%"
"Princeton 28","Latah Soil & Water Dist Supervisors","Kendall Kahl","285","0.00%"
"Princeton 28","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","299","0.00%"
"Princeton 28","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","153","0.00%"
"Princeton 28","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","66","0.00%"
"Princeton 28","Proposition 1","NO, make no change to the current primary and general election voting system.","385","0.00%"
"Troy 29","United States President","Joel Skousen","0","0.00%"
"Troy 29","United States President","Kamala D. Harris","230","0.00%"
"Troy 29","United States President","Chase Oliver","7","0.00%"
"Troy 29","United States President","Donald J. Trump","546","0.00%"
"Troy 29","United States President","Shiva Ayyadurai","0","0.00%"
"Troy 29","United States President","Claudia De la Cruz","1","0.00%"
"Troy 29","United States President","Robert F Kennedy Jr.","16","0.00%"
"Troy 29","United States President","Jill Stein","3","0.00%"
"Troy 29","United States President","Randall Terry","1","0.00%"
"Troy 29","United States Representative District 1","Brendan J. Gomez","5","0.00%"
"Troy 29","United States Representative District 1","Kaylee Peterson","226","0.00%"
"Troy 29","United States Representative District 1","Matt Loesby","20","0.00%"
"Troy 29","United States Representative District 1","Russ Fulcher","532","0.00%"
"Troy 29","State Senator District 6","Julia Parker","330","0.00%"
"Troy 29","State Senator District 6","Dan Foreman","478","0.00%"
"Troy 29","State Representative District 6 Seat A","Trish Carter-Goodheart","196","0.00%"
"Troy 29","State Representative District 6 Seat A","Lori McCann","606","0.00%"
"Troy 29","State Representative District 6 Seat B","Kathy Dawes","263","0.00%"
"Troy 29","State Representative District 6 Seat B","Brandon Mitchell","545","0.00%"
"Troy 29","County Commissioner District 1","Mark Thorne","219","0.00%"
"Troy 29","County Commissioner District 1","Tony Johnson","585","0.00%"
"Troy 29","County Commissioner District 3","John Bohman","361","0.00%"
"Troy 29","County Commissioner District 3","Jason Stooks","447","0.00%"
"Troy 29","County Sheriff","Richie Skiles","498","0.00%"
"Troy 29","County Sheriff","James Fry Jr.","281","0.00%"
"Troy 29","County Sheriff","Christopher Middleton","26","0.00%"
"Troy 29","County Prosecuting Attorney","W.W. Bill Thompson","603","0.00%"
"Troy 29","Retain Magistrate Judge Megan Marshall","YES","577","0.00%"
"Troy 29","Retain Magistrate Judge Megan Marshall","NO","131","0.00%"
"Troy 29","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","608","0.00%"
"Troy 29","Latah Soil & Water Dist Supervisors","David Huggins","547","0.00%"
"Troy 29","Latah Soil & Water Dist Supervisors","Kendall Kahl","541","0.00%"
"Troy 29","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","530","0.00%"
"Troy 29","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","266","0.00%"
"Troy 29","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","244","0.00%"
"Troy 29","Proposition 1","NO, make no change to the current primary and general election voting system.","554","0.00%"
"Troy 29","City of Troy Taxing District Levy/Bond","IN FAVOR OF","271","0.00%"
"Troy 29","City of Troy Taxing District Levy/Bond","AGAINST","118","0.00%"
"Troy 39","United States President","Joel Skousen","0","0.00%"
"Troy 39","United States President","Kamala D. Harris","150","0.00%"
"Troy 39","United States President","Chase Oliver","2","0.00%"
"Troy 39","United States President","Donald J. Trump","312","0.00%"
"Troy 39","United States President","Shiva Ayyadurai","0","0.00%"
"Troy 39","United States President","Claudia De la Cruz","0","0.00%"
"Troy 39","United States President","Robert F Kennedy Jr.","9","0.00%"
"Troy 39","United States President","Jill Stein","1","0.00%"
"Troy 39","United States President","Randall Terry","0","0.00%"
"Troy 39","United States Representative District 1","Brendan J. Gomez","1","0.00%"
"Troy 39","United States Representative District 1","Kaylee Peterson","136","0.00%"
"Troy 39","United States Representative District 1","Matt Loesby","6","0.00%"
"Troy 39","United States Representative District 1","Russ Fulcher","319","0.00%"
"Troy 39","State Senator District 6","Julia Parker","209","0.00%"
"Troy 39","State Senator District 6","Dan Foreman","264","0.00%"
"Troy 39","State Representative District 6 Seat A","Trish Carter-Goodheart","120","0.00%"
"Troy 39","State Representative District 6 Seat A","Lori McCann","349","0.00%"
"Troy 39","State Representative District 6 Seat B","Kathy Dawes","164","0.00%"
"Troy 39","State Representative District 6 Seat B","Brandon Mitchell","309","0.00%"
"Troy 39","County Commissioner District 1","Mark Thorne","134","0.00%"
"Troy 39","County Commissioner District 1","Tony Johnson","335","0.00%"
"Troy 39","County Commissioner District 3","John Bohman","223","0.00%"
"Troy 39","County Commissioner District 3","Jason Stooks","251","0.00%"
"Troy 39","County Sheriff","Richie Skiles","304","0.00%"
"Troy 39","County Sheriff","James Fry Jr.","144","0.00%"
"Troy 39","County Sheriff","Christopher Middleton","25","0.00%"
"Troy 39","County Prosecuting Attorney","W.W. Bill Thompson","352","0.00%"
"Troy 39","Retain Magistrate Judge Megan Marshall","YES","329","0.00%"
"Troy 39","Retain Magistrate Judge Megan Marshall","NO","69","0.00%"
"Troy 39","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","355","0.00%"
"Troy 39","Latah Soil & Water Dist Supervisors","David Huggins","326","0.00%"
"Troy 39","Latah Soil & Water Dist Supervisors","Kendall Kahl","321","0.00%"
"Troy 39","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","308","0.00%"
"Troy 39","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","163","0.00%"
"Troy 39","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","152","0.00%"
"Troy 39","Proposition 1","NO, make no change to the current primary and general election voting system.","320","0.00%"
"Troy 39","City of Troy Taxing District Levy/Bond","IN FAVOR OF","36","0.00%"
"Troy 39","City of Troy Taxing District Levy/Bond","AGAINST","19","0.00%"
"Viola 30","United States President","Joel Skousen","0","0.00%"
"Viola 30","United States President","Kamala D. Harris","138","0.00%"
"Viola 30","United States President","Chase Oliver","5","0.00%"
"Viola 30","United States President","Donald J. Trump","275","0.00%"
"Viola 30","United States President","Shiva Ayyadurai","0","0.00%"
"Viola 30","United States President","Claudia De la Cruz","0","0.00%"
"Viola 30","United States President","Robert F Kennedy Jr.","9","0.00%"
"Viola 30","United States President","Jill Stein","1","0.00%"
"Viola 30","United States President","Randall Terry","0","0.00%"
"Viola 30","United States Representative District 1","Brendan J. Gomez","2","0.00%"
"Viola 30","United States Representative District 1","Kaylee Peterson","136","0.00%"
"Viola 30","United States Representative District 1","Matt Loesby","8","0.00%"
"Viola 30","United States Representative District 1","Russ Fulcher","264","0.00%"
"Viola 30","State Senator District 6","Julia Parker","180","0.00%"
"Viola 30","State Senator District 6","Dan Foreman","254","0.00%"
"Viola 30","State Representative District 6 Seat A","Trish Carter-Goodheart","120","0.00%"
"Viola 30","State Representative District 6 Seat A","Lori McCann","296","0.00%"
"Viola 30","State Representative District 6 Seat B","Kathy Dawes","152","0.00%"
"Viola 30","State Representative District 6 Seat B","Brandon Mitchell","281","0.00%"
"Viola 30","County Commissioner District 1","Mark Thorne","140","0.00%"
"Viola 30","County Commissioner District 1","Tony Johnson","292","0.00%"
"Viola 30","County Commissioner District 3","John Bohman","154","0.00%"
"Viola 30","County Commissioner District 3","Jason Stooks","272","0.00%"
"Viola 30","County Sheriff","Richie Skiles","311","0.00%"
"Viola 30","County Sheriff","James Fry Jr.","90","0.00%"
"Viola 30","County Sheriff","Christopher Middleton","19","0.00%"
"Viola 30","County Prosecuting Attorney","W.W. Bill Thompson","307","0.00%"
"Viola 30","Retain Magistrate Judge Megan Marshall","YES","267","0.00%"
"Viola 30","Retain Magistrate Judge Megan Marshall","NO","90","0.00%"
"Viola 30","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","303","0.00%"
"Viola 30","Latah Soil & Water Dist Supervisors","David Huggins","268","0.00%"
"Viola 30","Latah Soil & Water Dist Supervisors","Kendall Kahl","264","0.00%"
"Viola 30","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","304","0.00%"
"Viola 30","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","125","0.00%"
"Viola 30","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","148","0.00%"
"Viola 30","Proposition 1","NO, make no change to the current primary and general election voting system.","281","0.00%"
