title,creator,date,date is approximate,description,location,county,region,features,flight_line,aerial-type,source,identifier,digitization specifications,rights,format,type,latitude,longitude,digital_collection,cd rom call number,publisher digital,language,date digital,date loaded,contributors,date created,date modified,objectid,object_thumb,object_location,reference_url
"A52","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Prichard; Eagle Creek","Shoshone County (Idaho)","Prichard","Eagle creek","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A52","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial472","https://objects.lib.uidaho.edu/aerial/thumbs/aerial472_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial472.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial472.html"
"A53","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Prichard; Lost Creek","Shoshone County (Idaho)","Prichard","Lost creek","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A53","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial473","https://objects.lib.uidaho.edu/aerial/thumbs/aerial473_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial473.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial473.html"
"A54","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Prichard; Big Creek","Shoshone County (Idaho)","Prichard","Big creek","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A54","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial474","https://objects.lib.uidaho.edu/aerial/thumbs/aerial474_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial474.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial474.html"
"A55","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A55","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial475","https://objects.lib.uidaho.edu/aerial/thumbs/aerial475_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial475.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial475.html"
"A56","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Harrison; Coeur d&#39;Alene river","Shoshone County (Idaho)","Harrison","Coeur d&#39;alene river","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A56","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial476","https://objects.lib.uidaho.edu/aerial/thumbs/aerial476_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial476.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial476.html"
"A57","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A57","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial477","https://objects.lib.uidaho.edu/aerial/thumbs/aerial477_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial477.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial477.html"
"A58","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A58","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial478","https://objects.lib.uidaho.edu/aerial/thumbs/aerial478_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial478.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial478.html"
"A59","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A59","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial479","https://objects.lib.uidaho.edu/aerial/thumbs/aerial479_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial479.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial479.html"
"A60","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Steamboat creek; Elk Creek","Shoshone County (Idaho)","Steamboat creek","Elk creek","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A60","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial480","https://objects.lib.uidaho.edu/aerial/thumbs/aerial480_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial480.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial480.html"
"A602","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Cathedral Peak; John creek","Shoshone County (Idaho)","Cathedral Peak","John creek","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A602","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial481","https://objects.lib.uidaho.edu/aerial/thumbs/aerial481_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial481.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial481.html"
"A603","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Cathedral Peak; John creek","Shoshone County (Idaho)","Cathedral Peak","John creek","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A603","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial482","https://objects.lib.uidaho.edu/aerial/thumbs/aerial482_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial482.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial482.html"
"A604","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Cathedral Peak; Tepee creek","Shoshone County (Idaho)","Cathedral Peak","Tepee creek","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A604","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial483","https://objects.lib.uidaho.edu/aerial/thumbs/aerial483_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial483.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial483.html"
"A605","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A605","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial484","https://objects.lib.uidaho.edu/aerial/thumbs/aerial484_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial484.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial484.html"
"A606","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A606","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial485","https://objects.lib.uidaho.edu/aerial/thumbs/aerial485_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial485.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial485.html"
"A607","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Polaris peak; Early creek","Shoshone County (Idaho)","Polaris peak","Early creek","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A607","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial486","https://objects.lib.uidaho.edu/aerial/thumbs/aerial486_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial486.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial486.html"
"A608","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Skitwish Peak; Skitwish Peak","Shoshone County (Idaho)","Skitwish peak","Skitwish peak","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A608","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial487","https://objects.lib.uidaho.edu/aerial/thumbs/aerial487_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial487.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial487.html"
"A609","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A609","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial488","https://objects.lib.uidaho.edu/aerial/thumbs/aerial488_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial488.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial488.html"
"A61","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A61","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial489","https://objects.lib.uidaho.edu/aerial/thumbs/aerial489_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial489.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial489.html"
"A610","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A610","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial490","https://objects.lib.uidaho.edu/aerial/thumbs/aerial490_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial490.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial490.html"
"A611","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Kootenai County (Idaho); Wolf lodge; Wolf lodge mountain","Kootenai County (Idaho)","Wolf lodge","Wolf lodge mountain","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A611","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial491","https://objects.lib.uidaho.edu/aerial/thumbs/aerial491_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial491.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial491.html"
"A612","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A612","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial492","https://objects.lib.uidaho.edu/aerial/thumbs/aerial492_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial492.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial492.html"
"A613","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A613","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial493","https://objects.lib.uidaho.edu/aerial/thumbs/aerial493_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial493.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial493.html"
"A615","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho); Peggy peak; Badger mountain","Shoshone County (Idaho)","Peggy peak","Badger mountain","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A615","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial494","https://objects.lib.uidaho.edu/aerial/thumbs/aerial494_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial494.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial494.html"
"A616","Washington National Guard","1933","","Black and white oblique photo taken by the Washington National Guard.","Shoshone County (Idaho)","Shoshone County (Idaho)","","","","oblique-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","33A616","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","","","Idaho Aerial Photograph Collection","CD-ROM F746.O255 1998, disc 2","University of Idaho Library","eng","1998","2009-10","Dennis Baird","2009-11-10","2014-10-28","aerial495","https://objects.lib.uidaho.edu/aerial/thumbs/aerial495_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial495.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial495.html"
